HOURBEGINNING_TIME,JCPL
03-APR-2018 23:00:00,$21.02
03-APR-2018 22:00:00,$23.34
03-APR-2018 21:00:00,$27.54
03-APR-2018 20:00:00,$33.18
02-APR-2018 23:00:00,$26.75
02-APR-2018 22:00:00,$29.90
02-APR-2018 21:00:00,$35.79
02-APR-2018 20:00:00,$43.88
02-APR-2018 19:00:00,$42.98
02-APR-2018 18:00:00,$32.35
02-APR-2018 17:00:00,$30.56
02-APR-2018 16:00:00,$29.71
02-APR-2018 15:00:00,$29.60
02-APR-2018 14:00:00,$30.83
02-APR-2018 13:00:00,$34.04
02-APR-2018 12:00:00,$35.27
02-APR-2018 11:00:00,$39.44
02-APR-2018 10:00:00,$42.53
02-APR-2018 09:00:00,$42.59
02-APR-2018 08:00:00,$44.20
02-APR-2018 07:00:00,$42.52
02-APR-2018 06:00:00,$37.72
02-APR-2018 05:00:00,$28.76
02-APR-2018 04:00:00,$22.49
02-APR-2018 03:00:00,$21.70
02-APR-2018 02:00:00,$21.57
02-APR-2018 01:00:00,$21.95
02-APR-2018 00:00:00,$22.39
