HOURBEGINNING_TIME,JCPL
10-MAR-2019 23:00:00,$22.63
10-MAR-2019 22:00:00,$24.28
10-MAR-2019 21:00:00,$25.89
10-MAR-2019 20:00:00,$27.81
10-MAR-2019 19:00:00,$33.80
10-MAR-2019 18:00:00,$23.80
10-MAR-2019 17:00:00,$22.80
10-MAR-2019 16:00:00,$23.24
10-MAR-2019 15:00:00,$22.95
10-MAR-2019 14:00:00,$23.00
10-MAR-2019 13:00:00,$23.14
10-MAR-2019 12:00:00,$23.26
10-MAR-2019 11:00:00,$23.39
10-MAR-2019 10:00:00,$23.08
10-MAR-2019 09:00:00,$23.09
10-MAR-2019 08:00:00,$21.93
10-MAR-2019 07:00:00,$21.92
10-MAR-2019 06:00:00,$20.78
10-MAR-2019 05:00:00,$21.91
10-MAR-2019 04:00:00,$22.46
10-MAR-2019 03:00:00,$21.85
10-MAR-2019 01:00:00,$24.62
10-MAR-2019 00:00:00,$24.25
