HOURBEGINNING_TIME,JCPL
01-JUN-2018 23:00:00,$23.34
01-JUN-2018 22:00:00,$28.38
01-JUN-2018 21:00:00,$35.37
01-JUN-2018 20:00:00,$40.27
01-JUN-2018 19:00:00,$39.57
01-JUN-2018 18:00:00,$47.09
01-JUN-2018 17:00:00,$62.98
01-JUN-2018 16:00:00,$76.76
01-JUN-2018 15:00:00,$66.70
01-JUN-2018 14:00:00,$65.85
01-JUN-2018 13:00:00,$50.70
01-JUN-2018 12:00:00,$43.19
01-JUN-2018 11:00:00,$40.26
01-JUN-2018 10:00:00,$34.27
01-JUN-2018 09:00:00,$29.74
01-JUN-2018 08:00:00,$25.63
01-JUN-2018 07:00:00,$24.04
01-JUN-2018 06:00:00,$20.36
01-JUN-2018 05:00:00,$18.44
01-JUN-2018 04:00:00,$17.11
01-JUN-2018 03:00:00,$17.13
01-JUN-2018 02:00:00,$17.42
01-JUN-2018 01:00:00,$18.75
01-JUN-2018 00:00:00,$20.50
31-MAY-2018 23:00:00,$19.33
31-MAY-2018 22:00:00,$21.08
31-MAY-2018 21:00:00,$29.78
31-MAY-2018 20:00:00,$31.85
31-MAY-2018 19:00:00,$27.52
31-MAY-2018 18:00:00,$33.16
31-MAY-2018 17:00:00,$41.39
31-MAY-2018 16:00:00,$44.47
31-MAY-2018 15:00:00,$38.94
31-MAY-2018 14:00:00,$35.29
31-MAY-2018 13:00:00,$33.43
31-MAY-2018 12:00:00,$29.00
31-MAY-2018 11:00:00,$27.64
31-MAY-2018 10:00:00,$26.17
31-MAY-2018 09:00:00,$27.79
31-MAY-2018 08:00:00,$25.97
31-MAY-2018 07:00:00,$23.14
31-MAY-2018 06:00:00,$21.16
31-MAY-2018 05:00:00,$18.05
31-MAY-2018 04:00:00,$16.53
31-MAY-2018 03:00:00,$15.98
31-MAY-2018 02:00:00,$16.86
31-MAY-2018 01:00:00,$18.06
31-MAY-2018 00:00:00,$20.05
30-MAY-2018 23:00:00,$17.07
30-MAY-2018 22:00:00,$19.20
30-MAY-2018 21:00:00,$21.18
30-MAY-2018 20:00:00,$24.62
30-MAY-2018 19:00:00,$22.98
30-MAY-2018 18:00:00,$24.18
30-MAY-2018 17:00:00,$25.29
30-MAY-2018 16:00:00,$28.89
30-MAY-2018 15:00:00,$27.83
30-MAY-2018 14:00:00,$24.67
30-MAY-2018 13:00:00,$29.15
30-MAY-2018 12:00:00,$28.78
30-MAY-2018 11:00:00,$27.24
30-MAY-2018 10:00:00,$27.56
30-MAY-2018 09:00:00,$23.52
30-MAY-2018 08:00:00,$23.24
30-MAY-2018 07:00:00,$22.28
30-MAY-2018 06:00:00,$19.62
30-MAY-2018 05:00:00,$17.83
30-MAY-2018 04:00:00,$16.01
30-MAY-2018 03:00:00,$16.04
30-MAY-2018 02:00:00,$16.72
30-MAY-2018 01:00:00,$18.09
30-MAY-2018 00:00:00,$19.91
29-MAY-2018 23:00:00,$18.71
29-MAY-2018 22:00:00,$23.88
29-MAY-2018 21:00:00,$30.59
29-MAY-2018 20:00:00,$31.69
29-MAY-2018 19:00:00,$32.84
29-MAY-2018 18:00:00,$45.41
29-MAY-2018 17:00:00,$67.89
29-MAY-2018 16:00:00,$79.46
29-MAY-2018 15:00:00,$57.93
29-MAY-2018 14:00:00,$44.96
29-MAY-2018 13:00:00,$43.25
29-MAY-2018 12:00:00,$33.21
29-MAY-2018 11:00:00,$30.18
29-MAY-2018 10:00:00,$24.97
29-MAY-2018 09:00:00,$24.42
29-MAY-2018 08:00:00,$21.16
29-MAY-2018 07:00:00,$18.78
29-MAY-2018 06:00:00,$16.39
29-MAY-2018 05:00:00,$13.61
29-MAY-2018 04:00:00,$10.84
29-MAY-2018 03:00:00,$8.92
29-MAY-2018 02:00:00,$9.42
29-MAY-2018 01:00:00,$12.48
29-MAY-2018 00:00:00,$15.70
28-MAY-2018 23:00:00,$19.52
28-MAY-2018 22:00:00,$22.64
28-MAY-2018 21:00:00,$24.76
28-MAY-2018 20:00:00,$33.15
28-MAY-2018 19:00:00,$24.41
28-MAY-2018 18:00:00,$25.31
28-MAY-2018 17:00:00,$23.41
28-MAY-2018 16:00:00,$22.48
28-MAY-2018 15:00:00,$20.40
28-MAY-2018 14:00:00,$21.04
28-MAY-2018 13:00:00,$19.34
28-MAY-2018 12:00:00,$18.30
28-MAY-2018 11:00:00,$17.31
28-MAY-2018 10:00:00,$16.49
28-MAY-2018 09:00:00,$16.36
28-MAY-2018 08:00:00,$14.26
28-MAY-2018 07:00:00,$13.54
28-MAY-2018 06:00:00,$12.29
28-MAY-2018 05:00:00,$13.06
28-MAY-2018 04:00:00,$13.07
28-MAY-2018 03:00:00,$14.36
28-MAY-2018 02:00:00,$15.93
28-MAY-2018 01:00:00,$17.75
28-MAY-2018 00:00:00,$18.54
27-MAY-2018 23:00:00,$17.89
27-MAY-2018 22:00:00,$21.48
27-MAY-2018 21:00:00,$23.82
27-MAY-2018 20:00:00,$31.02
27-MAY-2018 19:00:00,$24.64
27-MAY-2018 18:00:00,$24.28
27-MAY-2018 17:00:00,$24.50
27-MAY-2018 16:00:00,$24.07
27-MAY-2018 15:00:00,$21.43
27-MAY-2018 14:00:00,$23.62
27-MAY-2018 13:00:00,$23.82
27-MAY-2018 12:00:00,$25.21
27-MAY-2018 11:00:00,$20.96
27-MAY-2018 10:00:00,$20.67
