HOURBEGINNING_TIME,JCPL
31-DEC-2019 23:00:00,$17.77
31-DEC-2019 22:00:00,$17.48
31-DEC-2019 21:00:00,$18.00
31-DEC-2019 20:00:00,$20.11
31-DEC-2019 19:00:00,$21.27
31-DEC-2019 18:00:00,$21.45
31-DEC-2019 17:00:00,$27.45
31-DEC-2019 16:00:00,$20.52
31-DEC-2019 15:00:00,$17.88
31-DEC-2019 14:00:00,$17.45
31-DEC-2019 13:00:00,$17.29
31-DEC-2019 12:00:00,$17.27
31-DEC-2019 11:00:00,$17.65
31-DEC-2019 10:00:00,$18.25
31-DEC-2019 09:00:00,$17.97
31-DEC-2019 08:00:00,$18.04
31-DEC-2019 07:00:00,$18.13
31-DEC-2019 06:00:00,$16.94
31-DEC-2019 05:00:00,$15.23
31-DEC-2019 04:00:00,$14.07
31-DEC-2019 03:00:00,$14.11
31-DEC-2019 02:00:00,$13.73
31-DEC-2019 01:00:00,$14.22
31-DEC-2019 00:00:00,$15.55
30-DEC-2019 23:00:00,$15.96
30-DEC-2019 22:00:00,$16.97
30-DEC-2019 21:00:00,$16.87
30-DEC-2019 20:00:00,$17.33
30-DEC-2019 19:00:00,$19.39
30-DEC-2019 18:00:00,$20.82
30-DEC-2019 17:00:00,$23.69
30-DEC-2019 16:00:00,$19.31
30-DEC-2019 15:00:00,$16.85
30-DEC-2019 14:00:00,$16.78
30-DEC-2019 13:00:00,$17.14
30-DEC-2019 12:00:00,$17.40
30-DEC-2019 11:00:00,$17.73
30-DEC-2019 10:00:00,$17.32
30-DEC-2019 09:00:00,$17.26
30-DEC-2019 08:00:00,$16.71
30-DEC-2019 07:00:00,$16.42
30-DEC-2019 06:00:00,$14.92
30-DEC-2019 05:00:00,$13.78
30-DEC-2019 04:00:00,$13.08
30-DEC-2019 03:00:00,$12.71
30-DEC-2019 02:00:00,$13.06
30-DEC-2019 01:00:00,$13.03
30-DEC-2019 00:00:00,$13.65
29-DEC-2019 23:00:00,$14.71
29-DEC-2019 22:00:00,$17.19
29-DEC-2019 21:00:00,$17.92
29-DEC-2019 20:00:00,$19.28
29-DEC-2019 19:00:00,$19.71
29-DEC-2019 18:00:00,$20.80
29-DEC-2019 17:00:00,$21.31
29-DEC-2019 16:00:00,$18.77
29-DEC-2019 15:00:00,$16.91
29-DEC-2019 14:00:00,$16.08
29-DEC-2019 13:00:00,$16.62
29-DEC-2019 12:00:00,$16.95
29-DEC-2019 11:00:00,$17.07
29-DEC-2019 10:00:00,$17.36
29-DEC-2019 09:00:00,$17.02
29-DEC-2019 08:00:00,$16.27
29-DEC-2019 07:00:00,$15.35
29-DEC-2019 06:00:00,$14.46
29-DEC-2019 05:00:00,$13.87
29-DEC-2019 04:00:00,$13.52
29-DEC-2019 03:00:00,$13.24
29-DEC-2019 02:00:00,$13.67
29-DEC-2019 01:00:00,$14.26
29-DEC-2019 00:00:00,$14.31
28-DEC-2019 23:00:00,$16.34
28-DEC-2019 22:00:00,$16.41
28-DEC-2019 21:00:00,$17.47
28-DEC-2019 20:00:00,$19.00
28-DEC-2019 19:00:00,$19.97
28-DEC-2019 18:00:00,$20.93
28-DEC-2019 17:00:00,$22.20
28-DEC-2019 16:00:00,$18.88
28-DEC-2019 15:00:00,$16.07
28-DEC-2019 14:00:00,$15.94
28-DEC-2019 13:00:00,$16.24
28-DEC-2019 12:00:00,$17.27
28-DEC-2019 11:00:00,$17.02
28-DEC-2019 10:00:00,$17.24
28-DEC-2019 09:00:00,$18.92
28-DEC-2019 08:00:00,$18.30
28-DEC-2019 07:00:00,$17.89
28-DEC-2019 06:00:00,$17.10
28-DEC-2019 05:00:00,$16.67
28-DEC-2019 04:00:00,$16.03
28-DEC-2019 03:00:00,$15.33
28-DEC-2019 02:00:00,$16.26
28-DEC-2019 01:00:00,$17.56
28-DEC-2019 00:00:00,$18.38
27-DEC-2019 23:00:00,$17.98
27-DEC-2019 22:00:00,$18.58
27-DEC-2019 21:00:00,$19.65
27-DEC-2019 20:00:00,$20.87
27-DEC-2019 19:00:00,$21.61
27-DEC-2019 18:00:00,$22.43
27-DEC-2019 17:00:00,$23.98
27-DEC-2019 16:00:00,$21.66
27-DEC-2019 15:00:00,$19.95
27-DEC-2019 14:00:00,$19.94
27-DEC-2019 13:00:00,$20.34
27-DEC-2019 12:00:00,$20.96
27-DEC-2019 11:00:00,$22.20
27-DEC-2019 10:00:00,$21.77
27-DEC-2019 09:00:00,$22.02
27-DEC-2019 08:00:00,$20.61
27-DEC-2019 07:00:00,$20.34
27-DEC-2019 06:00:00,$18.35
27-DEC-2019 05:00:00,$17.71
27-DEC-2019 04:00:00,$16.43
27-DEC-2019 03:00:00,$15.48
27-DEC-2019 02:00:00,$15.69
27-DEC-2019 01:00:00,$16.14
27-DEC-2019 00:00:00,$16.91
26-DEC-2019 23:00:00,$16.19
26-DEC-2019 22:00:00,$19.00
26-DEC-2019 21:00:00,$20.53
26-DEC-2019 20:00:00,$21.41
26-DEC-2019 19:00:00,$21.38
26-DEC-2019 18:00:00,$22.93
26-DEC-2019 17:00:00,$25.50
26-DEC-2019 16:00:00,$21.10
26-DEC-2019 15:00:00,$19.17
26-DEC-2019 14:00:00,$19.06
26-DEC-2019 13:00:00,$19.49
26-DEC-2019 12:00:00,$19.56
26-DEC-2019 11:00:00,$20.43
26-DEC-2019 10:00:00,$21.02
26-DEC-2019 09:00:00,$22.11
26-DEC-2019 08:00:00,$21.44
26-DEC-2019 07:00:00,$20.79
26-DEC-2019 06:00:00,$19.58
26-DEC-2019 05:00:00,$17.96
26-DEC-2019 04:00:00,$16.15
26-DEC-2019 03:00:00,$15.23
26-DEC-2019 02:00:00,$15.58
26-DEC-2019 01:00:00,$15.39
26-DEC-2019 00:00:00,$16.02
25-DEC-2019 23:00:00,$15.38
25-DEC-2019 22:00:00,$16.08
25-DEC-2019 21:00:00,$17.31
25-DEC-2019 20:00:00,$18.39
25-DEC-2019 19:00:00,$18.65
25-DEC-2019 18:00:00,$18.98
25-DEC-2019 17:00:00,$19.33
25-DEC-2019 16:00:00,$16.78
25-DEC-2019 15:00:00,$15.90
25-DEC-2019 14:00:00,$15.81
25-DEC-2019 13:00:00,$15.70
25-DEC-2019 12:00:00,$16.68
25-DEC-2019 11:00:00,$17.48
25-DEC-2019 10:00:00,$18.36
25-DEC-2019 09:00:00,$19.10
25-DEC-2019 08:00:00,$19.22
25-DEC-2019 07:00:00,$18.74
25-DEC-2019 06:00:00,$18.08
25-DEC-2019 05:00:00,$16.97
25-DEC-2019 04:00:00,$16.58
25-DEC-2019 03:00:00,$15.96
25-DEC-2019 02:00:00,$15.93
25-DEC-2019 01:00:00,$16.87
25-DEC-2019 00:00:00,$17.14
24-DEC-2019 23:00:00,$17.09
24-DEC-2019 22:00:00,$18.12
24-DEC-2019 21:00:00,$18.68
24-DEC-2019 20:00:00,$19.16
24-DEC-2019 19:00:00,$18.92
24-DEC-2019 18:00:00,$19.71
24-DEC-2019 17:00:00,$21.43
24-DEC-2019 16:00:00,$18.92
24-DEC-2019 15:00:00,$17.75
24-DEC-2019 14:00:00,$17.63
24-DEC-2019 13:00:00,$18.07
24-DEC-2019 12:00:00,$18.53
24-DEC-2019 11:00:00,$18.91
24-DEC-2019 10:00:00,$19.38
24-DEC-2019 09:00:00,$21.10
24-DEC-2019 08:00:00,$21.32
24-DEC-2019 07:00:00,$21.83
24-DEC-2019 06:00:00,$18.06
24-DEC-2019 05:00:00,$17.87
24-DEC-2019 04:00:00,$17.58
24-DEC-2019 03:00:00,$17.38
24-DEC-2019 02:00:00,$17.62
24-DEC-2019 01:00:00,$17.70
24-DEC-2019 00:00:00,$18.41
23-DEC-2019 23:00:00,$19.10
23-DEC-2019 22:00:00,$20.69
23-DEC-2019 21:00:00,$22.61
23-DEC-2019 20:00:00,$27.52
23-DEC-2019 19:00:00,$26.11
23-DEC-2019 18:00:00,$26.61
23-DEC-2019 17:00:00,$32.16
23-DEC-2019 16:00:00,$23.20
23-DEC-2019 15:00:00,$19.50
23-DEC-2019 14:00:00,$19.72
23-DEC-2019 13:00:00,$20.08
23-DEC-2019 12:00:00,$19.66
23-DEC-2019 11:00:00,$20.29
23-DEC-2019 10:00:00,$21.17
23-DEC-2019 09:00:00,$24.20
23-DEC-2019 08:00:00,$25.63
23-DEC-2019 07:00:00,$29.24
23-DEC-2019 06:00:00,$23.94
23-DEC-2019 05:00:00,$19.42
23-DEC-2019 04:00:00,$19.15
23-DEC-2019 03:00:00,$18.77
23-DEC-2019 02:00:00,$18.94
23-DEC-2019 01:00:00,$19.01
23-DEC-2019 00:00:00,$19.52
22-DEC-2019 23:00:00,$19.43
22-DEC-2019 22:00:00,$20.82
22-DEC-2019 21:00:00,$22.60
22-DEC-2019 20:00:00,$24.29
22-DEC-2019 19:00:00,$25.65
22-DEC-2019 18:00:00,$26.43
22-DEC-2019 17:00:00,$29.41
22-DEC-2019 16:00:00,$22.93
22-DEC-2019 15:00:00,$19.24
22-DEC-2019 14:00:00,$18.65
22-DEC-2019 13:00:00,$18.91
22-DEC-2019 12:00:00,$19.20
22-DEC-2019 11:00:00,$19.94
22-DEC-2019 10:00:00,$20.82
22-DEC-2019 09:00:00,$22.88
22-DEC-2019 08:00:00,$25.19
22-DEC-2019 07:00:00,$25.11
22-DEC-2019 06:00:00,$23.17
22-DEC-2019 05:00:00,$21.56
22-DEC-2019 04:00:00,$21.85
22-DEC-2019 03:00:00,$21.43
22-DEC-2019 02:00:00,$21.90
22-DEC-2019 01:00:00,$22.23
22-DEC-2019 00:00:00,$22.91
21-DEC-2019 23:00:00,$23.97
21-DEC-2019 22:00:00,$24.58
21-DEC-2019 21:00:00,$27.03
21-DEC-2019 20:00:00,$29.79
21-DEC-2019 19:00:00,$32.52
21-DEC-2019 18:00:00,$33.72
21-DEC-2019 17:00:00,$40.09
21-DEC-2019 16:00:00,$28.26
21-DEC-2019 15:00:00,$23.76
21-DEC-2019 14:00:00,$23.41
21-DEC-2019 13:00:00,$23.82
21-DEC-2019 12:00:00,$24.36
21-DEC-2019 11:00:00,$25.78
21-DEC-2019 10:00:00,$27.34
21-DEC-2019 09:00:00,$35.27
21-DEC-2019 08:00:00,$33.14
21-DEC-2019 07:00:00,$1.01
21-DEC-2019 06:00:00,$1.49
21-DEC-2019 05:00:00,$1.70
21-DEC-2019 04:00:00,$1.46
21-DEC-2019 03:00:00,$25.11
21-DEC-2019 02:00:00,$25.56
21-DEC-2019 01:00:00,$25.48
21-DEC-2019 00:00:00,$27.26
20-DEC-2019 23:00:00,$27.01
20-DEC-2019 22:00:00,$27.26
20-DEC-2019 21:00:00,$30.27
20-DEC-2019 20:00:00,$33.57
20-DEC-2019 19:00:00,$32.57
20-DEC-2019 18:00:00,$34.01
20-DEC-2019 17:00:00,$43.68
20-DEC-2019 16:00:00,$30.58
20-DEC-2019 15:00:00,$28.82
20-DEC-2019 14:00:00,$28.69
20-DEC-2019 13:00:00,$27.95
20-DEC-2019 12:00:00,$28.78
20-DEC-2019 11:00:00,$30.40
20-DEC-2019 10:00:00,$32.37
20-DEC-2019 09:00:00,$43.84
20-DEC-2019 08:00:00,$46.48
20-DEC-2019 07:00:00,$76.11
20-DEC-2019 06:00:00,$70.80
20-DEC-2019 05:00:00,$49.45
20-DEC-2019 04:00:00,$39.55
20-DEC-2019 03:00:00,$36.29
20-DEC-2019 02:00:00,$36.18
20-DEC-2019 01:00:00,$36.51
20-DEC-2019 00:00:00,$38.83
19-DEC-2019 23:00:00,$38.75
19-DEC-2019 22:00:00,$42.75
19-DEC-2019 21:00:00,$51.59
19-DEC-2019 20:00:00,$55.89
19-DEC-2019 19:00:00,$55.21
19-DEC-2019 18:00:00,$57.46
19-DEC-2019 17:00:00,$74.16
19-DEC-2019 16:00:00,$51.45
19-DEC-2019 15:00:00,$40.77
19-DEC-2019 14:00:00,$38.92
19-DEC-2019 13:00:00,$38.11
19-DEC-2019 12:00:00,$39.85
19-DEC-2019 11:00:00,$42.30
19-DEC-2019 10:00:00,$44.90
19-DEC-2019 09:00:00,$43.84
19-DEC-2019 08:00:00,$51.09
19-DEC-2019 07:00:00,$79.34
19-DEC-2019 06:00:00,$70.86
19-DEC-2019 05:00:00,$49.02
19-DEC-2019 04:00:00,$39.73
19-DEC-2019 03:00:00,$35.44
19-DEC-2019 02:00:00,$34.74
19-DEC-2019 01:00:00,$35.81
19-DEC-2019 00:00:00,$36.51
18-DEC-2019 23:00:00,$37.67
18-DEC-2019 22:00:00,$40.97
18-DEC-2019 21:00:00,$49.29
18-DEC-2019 20:00:00,$53.98
18-DEC-2019 19:00:00,$52.42
18-DEC-2019 18:00:00,$54.64
18-DEC-2019 17:00:00,$62.20
18-DEC-2019 16:00:00,$47.17
18-DEC-2019 15:00:00,$38.16
18-DEC-2019 14:00:00,$33.05
18-DEC-2019 13:00:00,$33.79
18-DEC-2019 12:00:00,$32.84
18-DEC-2019 11:00:00,$35.51
18-DEC-2019 10:00:00,$37.18
18-DEC-2019 09:00:00,$26.42
18-DEC-2019 08:00:00,$30.60
18-DEC-2019 07:00:00,$36.82
18-DEC-2019 06:00:00,$32.31
18-DEC-2019 05:00:00,$22.89
18-DEC-2019 04:00:00,$20.38
18-DEC-2019 03:00:00,$19.67
18-DEC-2019 02:00:00,$19.49
18-DEC-2019 01:00:00,$19.94
18-DEC-2019 00:00:00,$20.57
17-DEC-2019 23:00:00,$20.22
17-DEC-2019 22:00:00,$20.70
17-DEC-2019 21:00:00,$22.94
17-DEC-2019 20:00:00,$25.43
17-DEC-2019 19:00:00,$26.42
17-DEC-2019 18:00:00,$28.37
17-DEC-2019 17:00:00,$30.87
17-DEC-2019 16:00:00,$25.97
17-DEC-2019 15:00:00,$22.10
17-DEC-2019 14:00:00,$21.60
17-DEC-2019 13:00:00,$22.07
17-DEC-2019 12:00:00,$22.53
17-DEC-2019 11:00:00,$22.92
17-DEC-2019 10:00:00,$24.29
17-DEC-2019 09:00:00,$23.63
17-DEC-2019 08:00:00,$25.16
17-DEC-2019 07:00:00,$24.30
17-DEC-2019 06:00:00,$22.89
17-DEC-2019 05:00:00,$18.39
17-DEC-2019 04:00:00,$17.50
17-DEC-2019 03:00:00,$17.42
17-DEC-2019 02:00:00,$17.39
17-DEC-2019 01:00:00,$17.99
17-DEC-2019 00:00:00,$18.20
16-DEC-2019 23:00:00,$18.48
16-DEC-2019 22:00:00,$18.99
16-DEC-2019 21:00:00,$20.82
16-DEC-2019 20:00:00,$24.44
16-DEC-2019 19:00:00,$28.26
16-DEC-2019 18:00:00,$28.38
16-DEC-2019 17:00:00,$30.52
16-DEC-2019 16:00:00,$26.49
16-DEC-2019 15:00:00,$22.41
16-DEC-2019 14:00:00,$22.21
16-DEC-2019 13:00:00,$22.29
16-DEC-2019 12:00:00,$22.50
16-DEC-2019 11:00:00,$23.42
16-DEC-2019 10:00:00,$23.15
16-DEC-2019 09:00:00,$21.49
16-DEC-2019 08:00:00,$21.51
16-DEC-2019 07:00:00,$19.94
16-DEC-2019 06:00:00,$19.90
16-DEC-2019 05:00:00,$17.16
16-DEC-2019 04:00:00,$16.65
16-DEC-2019 03:00:00,$16.09
16-DEC-2019 02:00:00,$16.14
16-DEC-2019 01:00:00,$17.03
16-DEC-2019 00:00:00,$17.24
15-DEC-2019 23:00:00,$17.07
15-DEC-2019 22:00:00,$17.58
15-DEC-2019 21:00:00,$18.31
15-DEC-2019 20:00:00,$19.97
15-DEC-2019 19:00:00,$20.52
15-DEC-2019 18:00:00,$21.55
15-DEC-2019 17:00:00,$22.42
15-DEC-2019 16:00:00,$19.25
15-DEC-2019 15:00:00,$17.21
15-DEC-2019 14:00:00,$16.86
15-DEC-2019 13:00:00,$16.87
15-DEC-2019 12:00:00,$17.03
15-DEC-2019 11:00:00,$17.25
15-DEC-2019 10:00:00,$16.64
15-DEC-2019 09:00:00,$16.31
15-DEC-2019 08:00:00,$16.25
15-DEC-2019 07:00:00,$14.87
15-DEC-2019 06:00:00,$15.03
15-DEC-2019 05:00:00,$15.13
15-DEC-2019 04:00:00,$14.97
15-DEC-2019 03:00:00,$14.83
15-DEC-2019 02:00:00,$14.87
15-DEC-2019 01:00:00,$14.92
15-DEC-2019 00:00:00,$15.09
14-DEC-2019 23:00:00,$16.15
14-DEC-2019 22:00:00,$15.93
14-DEC-2019 21:00:00,$17.32
14-DEC-2019 20:00:00,$17.80
14-DEC-2019 19:00:00,$18.31
14-DEC-2019 18:00:00,$18.38
14-DEC-2019 17:00:00,$17.92
14-DEC-2019 16:00:00,$17.40
14-DEC-2019 15:00:00,$16.01
14-DEC-2019 14:00:00,$15.82
14-DEC-2019 13:00:00,$16.39
14-DEC-2019 12:00:00,$17.41
14-DEC-2019 11:00:00,$18.34
14-DEC-2019 10:00:00,$18.36
14-DEC-2019 09:00:00,$18.24
14-DEC-2019 08:00:00,$17.02
14-DEC-2019 07:00:00,$14.56
14-DEC-2019 06:00:00,$15.35
14-DEC-2019 05:00:00,$15.35
14-DEC-2019 04:00:00,$16.66
14-DEC-2019 03:00:00,$16.28
14-DEC-2019 02:00:00,$16.20
14-DEC-2019 01:00:00,$16.63
14-DEC-2019 00:00:00,$16.88
13-DEC-2019 23:00:00,$17.90
13-DEC-2019 22:00:00,$18.27
13-DEC-2019 21:00:00,$19.01
13-DEC-2019 20:00:00,$19.60
13-DEC-2019 19:00:00,$19.47
13-DEC-2019 18:00:00,$20.27
13-DEC-2019 17:00:00,$21.38
13-DEC-2019 16:00:00,$21.55
13-DEC-2019 15:00:00,$19.79
13-DEC-2019 14:00:00,$19.34
13-DEC-2019 13:00:00,$19.72
13-DEC-2019 12:00:00,$19.99
13-DEC-2019 11:00:00,$20.40
13-DEC-2019 10:00:00,$22.85
13-DEC-2019 09:00:00,$26.03
13-DEC-2019 08:00:00,$25.01
13-DEC-2019 07:00:00,$26.43
13-DEC-2019 06:00:00,$24.64
13-DEC-2019 05:00:00,$22.19
13-DEC-2019 04:00:00,$21.20
13-DEC-2019 03:00:00,$20.22
13-DEC-2019 02:00:00,$20.68
13-DEC-2019 01:00:00,$20.85
13-DEC-2019 00:00:00,$21.68
12-DEC-2019 23:00:00,$22.97
12-DEC-2019 22:00:00,$23.95
12-DEC-2019 21:00:00,$27.16
12-DEC-2019 20:00:00,$30.39
12-DEC-2019 19:00:00,$32.40
12-DEC-2019 18:00:00,$32.93
12-DEC-2019 17:00:00,$40.19
12-DEC-2019 16:00:00,$29.90
12-DEC-2019 15:00:00,$25.76
12-DEC-2019 14:00:00,$24.38
12-DEC-2019 13:00:00,$24.09
12-DEC-2019 12:00:00,$24.66
12-DEC-2019 11:00:00,$25.62
12-DEC-2019 10:00:00,$28.70
12-DEC-2019 09:00:00,$30.19
12-DEC-2019 08:00:00,$36.25
12-DEC-2019 07:00:00,$48.29
12-DEC-2019 06:00:00,$39.70
12-DEC-2019 05:00:00,$27.09
12-DEC-2019 04:00:00,$24.62
12-DEC-2019 03:00:00,$22.74
12-DEC-2019 02:00:00,$22.68
12-DEC-2019 01:00:00,$23.01
12-DEC-2019 00:00:00,$23.85
11-DEC-2019 23:00:00,$24.85
11-DEC-2019 22:00:00,$26.39
11-DEC-2019 21:00:00,$29.86
11-DEC-2019 20:00:00,$30.99
11-DEC-2019 19:00:00,$32.30
11-DEC-2019 18:00:00,$36.09
11-DEC-2019 17:00:00,$45.82
11-DEC-2019 16:00:00,$31.43
11-DEC-2019 15:00:00,$25.27
11-DEC-2019 14:00:00,$24.57
11-DEC-2019 13:00:00,$24.87
11-DEC-2019 12:00:00,$25.62
11-DEC-2019 11:00:00,$26.89
11-DEC-2019 10:00:00,$29.02
11-DEC-2019 09:00:00,$25.21
11-DEC-2019 08:00:00,$25.91
11-DEC-2019 07:00:00,$30.10
11-DEC-2019 06:00:00,$23.17
11-DEC-2019 05:00:00,$18.87
11-DEC-2019 04:00:00,$17.66
11-DEC-2019 03:00:00,$17.28
11-DEC-2019 02:00:00,$17.15
11-DEC-2019 01:00:00,$17.57
11-DEC-2019 00:00:00,$17.75
10-DEC-2019 23:00:00,$18.58
10-DEC-2019 22:00:00,$19.26
10-DEC-2019 21:00:00,$21.94
10-DEC-2019 20:00:00,$22.39
10-DEC-2019 19:00:00,$22.74
10-DEC-2019 18:00:00,$28.14
10-DEC-2019 17:00:00,$30.70
10-DEC-2019 16:00:00,$22.33
10-DEC-2019 15:00:00,$20.16
10-DEC-2019 14:00:00,$19.30
10-DEC-2019 13:00:00,$19.71
10-DEC-2019 12:00:00,$19.68
10-DEC-2019 11:00:00,$20.02
10-DEC-2019 10:00:00,$20.26
10-DEC-2019 09:00:00,$19.92
10-DEC-2019 08:00:00,$19.12
10-DEC-2019 07:00:00,$18.56
10-DEC-2019 06:00:00,$18.06
10-DEC-2019 05:00:00,$16.29
10-DEC-2019 04:00:00,$15.74
10-DEC-2019 03:00:00,$14.60
10-DEC-2019 02:00:00,$14.56
10-DEC-2019 01:00:00,$15.27
10-DEC-2019 00:00:00,$15.87
09-DEC-2019 23:00:00,$15.95
09-DEC-2019 22:00:00,$18.31
09-DEC-2019 21:00:00,$19.59
09-DEC-2019 20:00:00,$21.21
09-DEC-2019 19:00:00,$22.05
09-DEC-2019 18:00:00,$24.16
09-DEC-2019 17:00:00,$28.33
09-DEC-2019 16:00:00,$23.79
09-DEC-2019 15:00:00,$21.47
09-DEC-2019 14:00:00,$21.58
09-DEC-2019 13:00:00,$22.56
09-DEC-2019 12:00:00,$23.11
09-DEC-2019 11:00:00,$23.95
09-DEC-2019 10:00:00,$24.53
09-DEC-2019 09:00:00,$24.73
09-DEC-2019 08:00:00,$23.50
09-DEC-2019 07:00:00,$22.15
09-DEC-2019 06:00:00,$19.63
09-DEC-2019 05:00:00,$17.41
09-DEC-2019 04:00:00,$17.32
09-DEC-2019 03:00:00,$16.10
09-DEC-2019 02:00:00,$15.36
09-DEC-2019 01:00:00,$16.21
09-DEC-2019 00:00:00,$17.78
08-DEC-2019 23:00:00,$18.58
08-DEC-2019 22:00:00,$19.48
08-DEC-2019 21:00:00,$20.76
08-DEC-2019 20:00:00,$21.18
08-DEC-2019 19:00:00,$22.08
08-DEC-2019 18:00:00,$23.22
08-DEC-2019 17:00:00,$25.18
08-DEC-2019 16:00:00,$21.44
08-DEC-2019 15:00:00,$19.00
08-DEC-2019 14:00:00,$18.60
08-DEC-2019 13:00:00,$18.95
08-DEC-2019 12:00:00,$18.76
08-DEC-2019 11:00:00,$19.41
08-DEC-2019 10:00:00,$19.79
08-DEC-2019 09:00:00,$19.83
08-DEC-2019 08:00:00,$20.66
08-DEC-2019 07:00:00,$20.52
08-DEC-2019 06:00:00,$20.40
08-DEC-2019 05:00:00,$20.10
08-DEC-2019 04:00:00,$20.73
08-DEC-2019 03:00:00,$20.48
08-DEC-2019 02:00:00,$20.93
08-DEC-2019 01:00:00,$21.29
08-DEC-2019 00:00:00,$21.78
07-DEC-2019 23:00:00,$20.71
07-DEC-2019 22:00:00,$20.60
07-DEC-2019 21:00:00,$23.44
07-DEC-2019 20:00:00,$24.31
07-DEC-2019 19:00:00,$24.95
07-DEC-2019 18:00:00,$25.33
07-DEC-2019 17:00:00,$29.98
07-DEC-2019 16:00:00,$22.63
07-DEC-2019 15:00:00,$19.64
07-DEC-2019 14:00:00,$19.37
07-DEC-2019 13:00:00,$19.45
07-DEC-2019 12:00:00,$19.47
07-DEC-2019 11:00:00,$19.88
07-DEC-2019 10:00:00,$21.23
07-DEC-2019 09:00:00,$19.79
07-DEC-2019 08:00:00,$19.78
07-DEC-2019 07:00:00,$19.34
07-DEC-2019 06:00:00,$18.78
07-DEC-2019 05:00:00,$18.83
07-DEC-2019 04:00:00,$20.05
07-DEC-2019 03:00:00,$19.80
07-DEC-2019 02:00:00,$19.67
07-DEC-2019 01:00:00,$19.99
07-DEC-2019 00:00:00,$20.37
06-DEC-2019 23:00:00,$19.49
06-DEC-2019 22:00:00,$20.09
06-DEC-2019 21:00:00,$21.55
06-DEC-2019 20:00:00,$21.43
06-DEC-2019 19:00:00,$20.71
06-DEC-2019 18:00:00,$21.60
06-DEC-2019 17:00:00,$21.92
06-DEC-2019 16:00:00,$20.39
06-DEC-2019 15:00:00,$20.04
06-DEC-2019 14:00:00,$19.82
06-DEC-2019 13:00:00,$19.94
06-DEC-2019 12:00:00,$20.04
06-DEC-2019 11:00:00,$20.55
06-DEC-2019 10:00:00,$21.17
06-DEC-2019 09:00:00,$20.98
06-DEC-2019 08:00:00,$21.04
06-DEC-2019 07:00:00,$22.94
06-DEC-2019 06:00:00,$21.65
06-DEC-2019 05:00:00,$18.81
06-DEC-2019 04:00:00,$18.62
06-DEC-2019 03:00:00,$18.36
06-DEC-2019 02:00:00,$18.29
06-DEC-2019 01:00:00,$18.34
06-DEC-2019 00:00:00,$19.05
05-DEC-2019 23:00:00,$20.10
05-DEC-2019 22:00:00,$20.55
05-DEC-2019 21:00:00,$21.81
05-DEC-2019 20:00:00,$23.13
05-DEC-2019 19:00:00,$22.70
05-DEC-2019 18:00:00,$25.17
05-DEC-2019 17:00:00,$28.37
05-DEC-2019 16:00:00,$22.92
05-DEC-2019 15:00:00,$22.15
05-DEC-2019 14:00:00,$21.49
05-DEC-2019 13:00:00,$21.24
05-DEC-2019 12:00:00,$21.23
05-DEC-2019 11:00:00,$21.46
05-DEC-2019 10:00:00,$22.10
05-DEC-2019 09:00:00,$23.46
05-DEC-2019 08:00:00,$23.05
05-DEC-2019 07:00:00,$26.55
05-DEC-2019 06:00:00,$23.23
05-DEC-2019 05:00:00,$20.20
05-DEC-2019 04:00:00,$19.58
05-DEC-2019 03:00:00,$18.95
05-DEC-2019 02:00:00,$18.78
05-DEC-2019 01:00:00,$19.22
