datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,1,PJM-RTO,,,ZONE,,24.70,24.422904,-0.294408,0.017312,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,3,MID-ATL/APS,,,ZONE,,24.70,26.881965,1.723982,0.457983,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51291,AECO,,,ZONE,,24.70,26.589022,1.536724,0.352298,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51292,BGE,,,ZONE,,24.70,27.078268,1.720725,0.657543,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51293,DPL,,,ZONE,,24.70,26.861813,1.550000,0.611813,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51295,JCPL,,,ZONE,,24.70,26.754764,1.488543,0.566221,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51296,METED,,,ZONE,,24.70,26.637675,1.605990,0.331685,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51297,PECO,,,ZONE,,24.70,26.679519,1.551325,0.428194,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51298,PEPCO,,,ZONE,,24.70,26.839265,1.771347,0.367918,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51299,PPL,,,ZONE,,24.70,26.571710,1.601390,0.270320,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51300,PENELEC,,,ZONE,,24.70,27.412319,2.401733,0.310586,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,51301,PSEG,,,ZONE,,24.70,26.727105,1.437749,0.589356,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,7633629,RECO,,,ZONE,,24.70,26.436109,1.203352,0.532757,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,8394954,APS,,,ZONE,,24.70,26.490982,1.647091,0.143891,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,8445784,AEP,,,ZONE,,24.70,23.517483,-1.019808,-0.162709,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,33092371,COMED,,,ZONE,,24.70,18.031368,-5.655276,-1.013356,True,1
4/3/2018 3:00:00 AM,4/2/2018 11:00:00 PM,34508503,DAY,,,ZONE,,24.70,22.394966,-2.842257,0.537223,True,1
