datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
8/31/2022 4:00:00 AM,8/31/2022 12:00:00 AM,51295,JCPL,,,ZONE,,75.71,76.116193,0.302505,0.103688,True,1
8/31/2022 5:00:00 AM,8/31/2022 1:00:00 AM,51295,JCPL,,,ZONE,,71.80,71.292209,0.170000,-0.677791,True,1
8/31/2022 6:00:00 AM,8/31/2022 2:00:00 AM,51295,JCPL,,,ZONE,,64.53,63.957579,0.230000,-0.802421,True,1
8/31/2022 7:00:00 AM,8/31/2022 3:00:00 AM,51295,JCPL,,,ZONE,,61.79,61.407310,0.230000,-0.612690,True,1
8/31/2022 8:00:00 AM,8/31/2022 4:00:00 AM,51295,JCPL,,,ZONE,,61.52,61.186222,0.350000,-0.683778,True,1
8/31/2022 9:00:00 AM,8/31/2022 5:00:00 AM,51295,JCPL,,,ZONE,,66.60,66.376007,0.420000,-0.643993,True,1
8/31/2022 10:00:00 AM,8/31/2022 6:00:00 AM,51295,JCPL,,,ZONE,,77.97,78.047708,0.480000,-0.402292,True,1
8/31/2022 11:00:00 AM,8/31/2022 7:00:00 AM,51295,JCPL,,,ZONE,,79.63,79.073270,0.420000,-0.976730,True,1
8/31/2022 12:00:00 PM,8/31/2022 8:00:00 AM,51295,JCPL,,,ZONE,,81.39,81.458397,0.250303,-0.181906,True,1
8/31/2022 1:00:00 PM,8/31/2022 9:00:00 AM,51295,JCPL,,,ZONE,,86.25,84.633395,-1.726906,0.110301,True,1
8/31/2022 2:00:00 PM,8/31/2022 10:00:00 AM,51295,JCPL,,,ZONE,,90.32,84.349264,-7.550341,1.579605,True,1
8/31/2022 3:00:00 PM,8/31/2022 11:00:00 AM,51295,JCPL,,,ZONE,,99.67,91.758939,-10.967415,3.056354,True,1
8/31/2022 4:00:00 PM,8/31/2022 12:00:00 PM,51295,JCPL,,,ZONE,,103.42,95.409274,-12.481912,4.471186,True,1
8/31/2022 5:00:00 PM,8/31/2022 1:00:00 PM,51295,JCPL,,,ZONE,,111.24,102.853335,-13.409351,5.022686,True,1
8/31/2022 6:00:00 PM,8/31/2022 2:00:00 PM,51295,JCPL,,,ZONE,,123.25,117.835361,-11.375809,5.961170,True,1
8/31/2022 7:00:00 PM,8/31/2022 3:00:00 PM,51295,JCPL,,,ZONE,,129.09,123.735631,-11.719674,6.365305,True,1
8/31/2022 8:00:00 PM,8/31/2022 4:00:00 PM,51295,JCPL,,,ZONE,,138.82,130.335537,-15.394500,6.910037,True,1
8/31/2022 9:00:00 PM,8/31/2022 5:00:00 PM,51295,JCPL,,,ZONE,,141.81,131.147537,-17.539302,6.876839,True,1
8/31/2022 10:00:00 PM,8/31/2022 6:00:00 PM,51295,JCPL,,,ZONE,,127.61,118.995314,-12.896615,4.281929,True,1
8/31/2022 11:00:00 PM,8/31/2022 7:00:00 PM,51295,JCPL,,,ZONE,,115.79,100.618009,-16.943313,1.771322,True,1
9/1/2022 12:00:00 AM,8/31/2022 8:00:00 PM,51295,JCPL,,,ZONE,,107.89,94.529164,-16.490585,3.129749,True,1
9/1/2022 1:00:00 AM,8/31/2022 9:00:00 PM,51295,JCPL,,,ZONE,,99.96,87.554851,-14.081594,1.676445,True,1
9/1/2022 2:00:00 AM,8/31/2022 10:00:00 PM,51295,JCPL,,,ZONE,,85.62,83.446706,-3.892965,1.719671,True,1
9/1/2022 3:00:00 AM,8/31/2022 11:00:00 PM,51295,JCPL,,,ZONE,,77.65,78.968469,-0.500118,1.818587,True,1
9/1/2022 4:00:00 AM,9/1/2022 12:00:00 AM,51295,JCPL,,,ZONE,,66.29,67.918046,0.000000,1.628046,True,1
