HOURBEGINNING_TIME,JCPL
31-DEC-2021 23:00:00,$21.67
31-DEC-2021 22:00:00,$23.98
31-DEC-2021 21:00:00,$20.56
31-DEC-2021 20:00:00,$21.45
31-DEC-2021 19:00:00,$22.60
31-DEC-2021 18:00:00,$26.90
31-DEC-2021 17:00:00,$30.53
31-DEC-2021 16:00:00,$25.63
31-DEC-2021 15:00:00,$23.83
31-DEC-2021 14:00:00,$23.93
31-DEC-2021 13:00:00,$24.02
31-DEC-2021 12:00:00,$25.71
31-DEC-2021 11:00:00,$25.97
31-DEC-2021 10:00:00,$25.49
31-DEC-2021 09:00:00,$23.89
31-DEC-2021 08:00:00,$23.54
31-DEC-2021 07:00:00,$23.86
31-DEC-2021 06:00:00,$21.26
31-DEC-2021 05:00:00,$20.10
31-DEC-2021 04:00:00,$20.51
31-DEC-2021 03:00:00,$20.46
31-DEC-2021 02:00:00,$20.54
31-DEC-2021 01:00:00,$21.60
31-DEC-2021 00:00:00,$24.62
30-DEC-2021 23:00:00,$22.85
30-DEC-2021 22:00:00,$24.05
30-DEC-2021 21:00:00,$25.96
30-DEC-2021 20:00:00,$26.23
30-DEC-2021 19:00:00,$28.01
30-DEC-2021 18:00:00,$29.81
30-DEC-2021 17:00:00,$32.07
30-DEC-2021 16:00:00,$27.92
30-DEC-2021 15:00:00,$25.73
30-DEC-2021 14:00:00,$27.68
30-DEC-2021 13:00:00,$30.06
30-DEC-2021 12:00:00,$30.44
30-DEC-2021 11:00:00,$31.24
30-DEC-2021 10:00:00,$30.93
30-DEC-2021 09:00:00,$29.61
30-DEC-2021 08:00:00,$27.23
30-DEC-2021 07:00:00,$28.30
30-DEC-2021 06:00:00,$23.40
30-DEC-2021 05:00:00,$20.88
30-DEC-2021 04:00:00,$20.71
30-DEC-2021 03:00:00,$20.20
30-DEC-2021 02:00:00,$20.47
30-DEC-2021 01:00:00,$20.76
30-DEC-2021 00:00:00,$24.47
29-DEC-2021 23:00:00,$23.43
29-DEC-2021 22:00:00,$25.26
29-DEC-2021 21:00:00,$24.50
29-DEC-2021 20:00:00,$24.84
29-DEC-2021 19:00:00,$26.44
29-DEC-2021 18:00:00,$28.58
29-DEC-2021 17:00:00,$31.53
29-DEC-2021 16:00:00,$26.98
29-DEC-2021 15:00:00,$24.91
29-DEC-2021 14:00:00,$26.20
29-DEC-2021 13:00:00,$27.15
29-DEC-2021 12:00:00,$27.81
29-DEC-2021 11:00:00,$28.11
29-DEC-2021 10:00:00,$29.41
29-DEC-2021 09:00:00,$29.48
29-DEC-2021 08:00:00,$29.10
29-DEC-2021 07:00:00,$27.47
29-DEC-2021 06:00:00,$26.49
29-DEC-2021 05:00:00,$23.82
29-DEC-2021 04:00:00,$22.73
29-DEC-2021 03:00:00,$22.60
29-DEC-2021 02:00:00,$22.64
29-DEC-2021 01:00:00,$23.19
29-DEC-2021 00:00:00,$25.07
28-DEC-2021 23:00:00,$25.17
28-DEC-2021 22:00:00,$27.60
28-DEC-2021 21:00:00,$29.17
28-DEC-2021 20:00:00,$30.71
28-DEC-2021 19:00:00,$32.67
28-DEC-2021 18:00:00,$33.43
28-DEC-2021 17:00:00,$37.59
28-DEC-2021 16:00:00,$31.76
28-DEC-2021 15:00:00,$30.37
28-DEC-2021 14:00:00,$28.73
28-DEC-2021 13:00:00,$30.31
28-DEC-2021 12:00:00,$30.04
28-DEC-2021 11:00:00,$30.44
28-DEC-2021 10:00:00,$33.10
28-DEC-2021 09:00:00,$33.11
28-DEC-2021 08:00:00,$30.39
28-DEC-2021 07:00:00,$30.72
28-DEC-2021 06:00:00,$28.12
28-DEC-2021 05:00:00,$23.02
28-DEC-2021 04:00:00,$21.75
