datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
9/1/2022 4:00:00 AM,9/1/2022 12:00:00 AM,51295,JCPL,,,ZONE,,66.29,67.918046,0.000000,1.628046,True,1
9/1/2022 5:00:00 AM,9/1/2022 1:00:00 AM,51295,JCPL,,,ZONE,,61.48,62.115855,0.070000,0.565855,True,1
9/1/2022 6:00:00 AM,9/1/2022 2:00:00 AM,51295,JCPL,,,ZONE,,57.66,58.417596,0.050000,0.707596,True,1
9/1/2022 7:00:00 AM,9/1/2022 3:00:00 AM,51295,JCPL,,,ZONE,,55.55,56.108954,0.070000,0.488954,True,1
9/1/2022 8:00:00 AM,9/1/2022 4:00:00 AM,51295,JCPL,,,ZONE,,56.20,56.557397,0.080000,0.277397,True,1
9/1/2022 9:00:00 AM,9/1/2022 5:00:00 AM,51295,JCPL,,,ZONE,,60.80,60.981973,0.100000,0.081973,True,1
9/1/2022 10:00:00 AM,9/1/2022 6:00:00 AM,51295,JCPL,,,ZONE,,73.93,70.396676,-3.282750,-0.250574,True,1
9/1/2022 11:00:00 AM,9/1/2022 7:00:00 AM,51295,JCPL,,,ZONE,,73.66,70.176281,-3.258722,-0.224997,True,1
9/1/2022 12:00:00 PM,9/1/2022 8:00:00 AM,51295,JCPL,,,ZONE,,75.31,71.239077,-4.408712,0.337789,True,1
9/1/2022 1:00:00 PM,9/1/2022 9:00:00 AM,51295,JCPL,,,ZONE,,77.90,71.986508,-6.369778,0.456286,True,1
9/1/2022 2:00:00 PM,9/1/2022 10:00:00 AM,51295,JCPL,,,ZONE,,85.93,74.660876,-11.048382,-0.220742,True,1
9/1/2022 3:00:00 PM,9/1/2022 11:00:00 AM,51295,JCPL,,,ZONE,,98.83,82.408406,-16.018856,-0.402738,True,1
9/1/2022 4:00:00 PM,9/1/2022 12:00:00 PM,51295,JCPL,,,ZONE,,106.88,87.151573,-19.219350,-0.509077,True,1
9/1/2022 5:00:00 PM,9/1/2022 1:00:00 PM,51295,JCPL,,,ZONE,,111.91,91.548355,-19.750713,-0.610932,True,1
9/1/2022 6:00:00 PM,9/1/2022 2:00:00 PM,51295,JCPL,,,ZONE,,119.91,101.193121,-17.729859,-0.987020,True,1
9/1/2022 7:00:00 PM,9/1/2022 3:00:00 PM,51295,JCPL,,,ZONE,,136.71,116.309645,-20.032319,-0.368036,True,1
9/1/2022 8:00:00 PM,9/1/2022 4:00:00 PM,51295,JCPL,,,ZONE,,153.35,128.835511,-23.791027,-0.723462,True,1
9/1/2022 9:00:00 PM,9/1/2022 5:00:00 PM,51295,JCPL,,,ZONE,,153.56,124.054067,-28.993802,-0.512131,True,1
9/1/2022 10:00:00 PM,9/1/2022 6:00:00 PM,51295,JCPL,,,ZONE,,127.85,104.224688,-22.695636,-0.929676,True,1
9/1/2022 11:00:00 PM,9/1/2022 7:00:00 PM,51295,JCPL,,,ZONE,,114.50,93.083706,-20.828167,-0.588127,True,1
9/2/2022 12:00:00 AM,9/1/2022 8:00:00 PM,51295,JCPL,,,ZONE,,110.97,90.382517,-19.196504,-1.390979,True,1
9/2/2022 1:00:00 AM,9/1/2022 9:00:00 PM,51295,JCPL,,,ZONE,,103.49,83.934413,-18.246586,-1.309001,True,1
9/2/2022 2:00:00 AM,9/1/2022 10:00:00 PM,51295,JCPL,,,ZONE,,87.05,76.782255,-8.737828,-1.529917,True,1
9/2/2022 3:00:00 AM,9/1/2022 11:00:00 PM,51295,JCPL,,,ZONE,,78.96,76.709973,-1.219758,-1.030269,True,1
9/2/2022 4:00:00 AM,9/2/2022 12:00:00 AM,51295,JCPL,,,ZONE,,72.50,67.824383,-4.101358,-0.574259,True,1
9/2/2022 5:00:00 AM,9/2/2022 1:00:00 AM,51295,JCPL,,,ZONE,,66.94,62.127803,-4.361809,-0.450388,True,1
9/2/2022 6:00:00 AM,9/2/2022 2:00:00 AM,51295,JCPL,,,ZONE,,59.34,58.054742,-1.262883,-0.022375,True,1
9/2/2022 7:00:00 AM,9/2/2022 3:00:00 AM,51295,JCPL,,,ZONE,,57.19,56.310045,-0.741983,-0.137972,True,1
9/2/2022 8:00:00 AM,9/2/2022 4:00:00 AM,51295,JCPL,,,ZONE,,57.07,55.365959,-1.288494,-0.415547,True,1
9/2/2022 9:00:00 AM,9/2/2022 5:00:00 AM,51295,JCPL,,,ZONE,,62.39,59.418773,-2.123121,-0.848106,True,1
9/2/2022 10:00:00 AM,9/2/2022 6:00:00 AM,51295,JCPL,,,ZONE,,71.71,66.403850,-3.842648,-1.463502,True,1
9/2/2022 11:00:00 AM,9/2/2022 7:00:00 AM,51295,JCPL,,,ZONE,,71.65,63.810792,-5.721840,-2.117368,True,1
9/2/2022 12:00:00 PM,9/2/2022 8:00:00 AM,51295,JCPL,,,ZONE,,73.12,67.217432,-4.969101,-0.933467,True,1
9/2/2022 1:00:00 PM,9/2/2022 9:00:00 AM,51295,JCPL,,,ZONE,,79.33,70.278552,-7.855357,-1.196091,True,1
9/2/2022 2:00:00 PM,9/2/2022 10:00:00 AM,51295,JCPL,,,ZONE,,90.04,67.334221,-21.784435,-0.921344,True,1
9/2/2022 3:00:00 PM,9/2/2022 11:00:00 AM,51295,JCPL,,,ZONE,,97.17,70.749070,-25.506724,-0.914206,True,1
9/2/2022 4:00:00 PM,9/2/2022 12:00:00 PM,51295,JCPL,,,ZONE,,109.65,79.841215,-28.110808,-1.697977,True,1
9/2/2022 5:00:00 PM,9/2/2022 1:00:00 PM,51295,JCPL,,,ZONE,,115.90,81.946871,-32.448472,-1.504657,True,1
9/2/2022 6:00:00 PM,9/2/2022 2:00:00 PM,51295,JCPL,,,ZONE,,125.99,88.589459,-35.802477,-1.598064,True,1
9/2/2022 7:00:00 PM,9/2/2022 3:00:00 PM,51295,JCPL,,,ZONE,,141.92,98.169563,-42.367000,-1.383437,True,1
