HOURBEGINNING_TIME,JCPL
01-JUN-2021 23:00:00,$18.65
01-JUN-2021 22:00:00,$21.04
01-JUN-2021 21:00:00,$24.33
01-JUN-2021 20:00:00,$23.93
01-JUN-2021 19:00:00,$26.70
01-JUN-2021 18:00:00,$27.09
01-JUN-2021 17:00:00,$27.77
01-JUN-2021 16:00:00,$27.94
01-JUN-2021 15:00:00,$25.12
01-JUN-2021 14:00:00,$25.98
01-JUN-2021 13:00:00,$24.15
01-JUN-2021 12:00:00,$23.22
01-JUN-2021 11:00:00,$21.28
01-JUN-2021 10:00:00,$22.45
01-JUN-2021 09:00:00,$20.57
01-JUN-2021 08:00:00,$19.65
01-JUN-2021 07:00:00,$19.38
01-JUN-2021 06:00:00,$18.80
01-JUN-2021 05:00:00,$17.30
01-JUN-2021 04:00:00,$15.69
01-JUN-2021 03:00:00,$15.95
01-JUN-2021 02:00:00,$15.80
01-JUN-2021 01:00:00,$16.84
01-JUN-2021 00:00:00,$17.59
31-MAY-2021 23:00:00,$17.61
31-MAY-2021 22:00:00,$19.71
31-MAY-2021 21:00:00,$25.34
31-MAY-2021 20:00:00,$24.43
31-MAY-2021 19:00:00,$22.84
31-MAY-2021 18:00:00,$22.62
31-MAY-2021 17:00:00,$20.10
31-MAY-2021 16:00:00,$17.76
31-MAY-2021 15:00:00,$16.90
31-MAY-2021 14:00:00,$16.14
31-MAY-2021 13:00:00,$17.18
31-MAY-2021 12:00:00,$17.26
31-MAY-2021 11:00:00,$17.64
31-MAY-2021 10:00:00,$19.91
31-MAY-2021 09:00:00,$19.03
31-MAY-2021 08:00:00,$17.68
31-MAY-2021 07:00:00,$15.98
31-MAY-2021 06:00:00,$15.40
31-MAY-2021 05:00:00,$15.22
31-MAY-2021 04:00:00,$14.94
31-MAY-2021 03:00:00,$15.56
31-MAY-2021 02:00:00,$15.81
31-MAY-2021 01:00:00,$16.73
31-MAY-2021 00:00:00,$17.96
30-MAY-2021 23:00:00,$18.66
30-MAY-2021 22:00:00,$20.74
30-MAY-2021 21:00:00,$23.35
30-MAY-2021 20:00:00,$22.70
30-MAY-2021 19:00:00,$22.28
30-MAY-2021 18:00:00,$22.73
30-MAY-2021 17:00:00,$21.58
30-MAY-2021 16:00:00,$19.22
30-MAY-2021 15:00:00,$17.97
30-MAY-2021 14:00:00,$18.87
30-MAY-2021 13:00:00,$19.66
30-MAY-2021 12:00:00,$20.24
30-MAY-2021 11:00:00,$21.84
30-MAY-2021 10:00:00,$22.07
30-MAY-2021 09:00:00,$20.31
30-MAY-2021 08:00:00,$18.54
30-MAY-2021 07:00:00,$15.47
30-MAY-2021 06:00:00,$15.19
30-MAY-2021 05:00:00,$15.30
30-MAY-2021 04:00:00,$15.17
30-MAY-2021 03:00:00,$15.48
30-MAY-2021 02:00:00,$16.22
30-MAY-2021 01:00:00,$16.66
30-MAY-2021 00:00:00,$17.62
29-MAY-2021 23:00:00,$20.66
29-MAY-2021 22:00:00,$22.24
29-MAY-2021 21:00:00,$25.09
29-MAY-2021 20:00:00,$24.05
29-MAY-2021 19:00:00,$22.25
29-MAY-2021 18:00:00,$22.57
29-MAY-2021 17:00:00,$22.35
29-MAY-2021 16:00:00,$21.03
29-MAY-2021 15:00:00,$19.85
29-MAY-2021 14:00:00,$20.93
29-MAY-2021 13:00:00,$21.26
29-MAY-2021 12:00:00,$21.72
29-MAY-2021 11:00:00,$23.41
29-MAY-2021 10:00:00,$23.63
29-MAY-2021 09:00:00,$23.04
29-MAY-2021 08:00:00,$20.67
29-MAY-2021 07:00:00,$16.93
29-MAY-2021 06:00:00,$16.96
29-MAY-2021 05:00:00,$16.68
29-MAY-2021 04:00:00,$16.72
29-MAY-2021 03:00:00,$16.71
29-MAY-2021 02:00:00,$17.37
29-MAY-2021 01:00:00,$18.20
29-MAY-2021 00:00:00,$20.12
28-MAY-2021 23:00:00,$19.12
28-MAY-2021 22:00:00,$18.96
