datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,1,PJM-RTO,,,ZONE,,30.85,30.656911,-0.429196,0.236107,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,3,MID-ATL/APS,,,ZONE,,30.85,34.318663,1.244468,2.224195,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51291,AECO,,,ZONE,,30.85,33.015458,-0.383687,2.549145,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51292,BGE,,,ZONE,,30.85,34.517314,1.598676,2.068638,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51293,DPL,,,ZONE,,30.85,33.507965,-0.393299,3.051264,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51295,JCPL,,,ZONE,,30.85,32.976091,-0.722053,2.848144,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51296,METED,,,ZONE,,30.85,33.373799,0.305851,2.217948,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51297,PECO,,,ZONE,,30.85,32.765886,-0.299242,2.215128,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51298,PEPCO,,,ZONE,,30.85,34.163657,1.568736,1.744921,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51299,PPL,,,ZONE,,30.85,32.864626,0.021775,1.992851,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51300,PENELEC,,,ZONE,,30.85,33.237996,0.674860,1.713136,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,51301,PSEG,,,ZONE,,30.85,34.670376,0.856472,2.963904,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,7633629,RECO,,,ZONE,,30.85,36.845790,3.259047,2.736743,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,8394954,APS,,,ZONE,,30.85,32.840124,1.312668,0.677456,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,8445784,AEP,,,ZONE,,30.85,29.977539,0.576376,-1.448837,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,33092371,COMED,,,ZONE,,30.85,19.630567,-8.510828,-2.708605,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,34508503,DAY,,,ZONE,,30.85,31.912923,2.054780,-0.991857,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,34964545,DOM,,,ZONE,,30.85,33.286441,1.447967,0.988474,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,37737283,DUQ,,,ZONE,,30.85,31.709448,1.180000,-0.320552,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,116013753,ATSI,,,ZONE,,30.85,31.670383,0.933725,-0.113342,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,124076095,DEOK,,,ZONE,,30.85,32.716284,3.984877,-2.118593,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,970242670,EKPC,,,ZONE,,30.85,33.226955,4.515920,-2.138965,True,1
2/11/2022 5:00:00 AM,2/11/2022 12:00:00 AM,1709725933,OVEC,,,ZONE,,30.85,31.660000,3.080000,-2.270000,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,1,PJM-RTO,,,ZONE,,29.67,29.008543,-0.828294,0.166837,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,3,MID-ATL/APS,,,ZONE,,29.67,33.205089,1.296035,2.239054,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51291,AECO,,,ZONE,,29.67,31.519655,-0.787613,2.637268,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51292,BGE,,,ZONE,,29.67,33.974613,2.089681,2.214932,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51293,DPL,,,ZONE,,29.67,32.094088,-0.887786,3.311874,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51295,JCPL,,,ZONE,,29.67,32.027961,-0.471225,2.829186,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51296,METED,,,ZONE,,29.67,32.425361,0.459783,2.295578,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51297,PECO,,,ZONE,,29.67,31.332381,-0.663558,2.325939,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51298,PEPCO,,,ZONE,,29.67,33.468270,2.032876,1.765394,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51299,PPL,,,ZONE,,29.67,31.733156,0.032208,2.030948,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51300,PENELEC,,,ZONE,,29.67,31.642070,0.429667,1.542403,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,51301,PSEG,,,ZONE,,29.67,32.126728,-0.471471,2.928199,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,7633629,RECO,,,ZONE,,29.67,32.055737,-0.245163,2.630900,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,8394954,APS,,,ZONE,,29.67,31.739791,1.549317,0.520474,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,8445784,AEP,,,ZONE,,29.67,28.999870,0.682028,-1.352158,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,33092371,COMED,,,ZONE,,29.67,17.771632,-9.264652,-2.633716,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,34508503,DAY,,,ZONE,,29.67,31.014726,2.252571,-0.907845,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,34964545,DOM,,,ZONE,,29.67,32.252650,1.814355,0.768295,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,37737283,DUQ,,,ZONE,,29.67,30.571770,1.328238,-0.426468,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,116013753,ATSI,,,ZONE,,29.67,30.477487,0.972055,-0.164568,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,124076095,DEOK,,,ZONE,,29.67,32.189064,4.485008,-1.965944,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,970242670,EKPC,,,ZONE,,29.67,32.724245,5.058486,-2.004241,True,1
2/11/2022 6:00:00 AM,2/11/2022 1:00:00 AM,1709725933,OVEC,,,ZONE,,29.67,31.070000,3.490000,-2.090000,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,1,PJM-RTO,,,ZONE,,29.39,28.695284,-0.866935,0.172219,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,3,MID-ATL/APS,,,ZONE,,29.39,32.917979,1.297171,2.230809,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51291,AECO,,,ZONE,,29.39,30.808664,-1.116536,2.535200,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51292,BGE,,,ZONE,,29.39,33.809209,2.240288,2.178921,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51293,DPL,,,ZONE,,29.39,31.381787,-1.235496,3.227283,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51295,JCPL,,,ZONE,,29.39,31.363297,-0.746101,2.719398,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51296,METED,,,ZONE,,29.39,31.932438,0.343395,2.199043,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51297,PECO,,,ZONE,,29.39,30.646673,-0.973575,2.230248,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51298,PEPCO,,,ZONE,,29.39,33.321265,2.174632,1.756633,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51299,PPL,,,ZONE,,29.39,31.185091,-0.140520,1.935611,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51300,PENELEC,,,ZONE,,29.39,31.260578,0.358379,1.512199,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,51301,PSEG,,,ZONE,,29.39,31.463649,-0.746296,2.819945,True,1
2/11/2022 7:00:00 AM,2/11/2022 2:00:00 AM,7633629,RECO,,,ZONE,,29.39,31.455133,-0.480000,2.545133,True,1
