datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
12/31/2022 5:00:00 AM,12/31/2022 12:00:00 AM,51295,JCPL,,,ZONE,,29.82,29.822727,-0.994344,0.997071,True,1
12/31/2022 6:00:00 AM,12/31/2022 1:00:00 AM,51295,JCPL,,,ZONE,,28.25,28.439581,-0.569198,0.758779,True,1
12/31/2022 7:00:00 AM,12/31/2022 2:00:00 AM,51295,JCPL,,,ZONE,,27.16,26.548077,-1.277038,0.665115,True,1
12/31/2022 8:00:00 AM,12/31/2022 3:00:00 AM,51295,JCPL,,,ZONE,,27.02,26.668664,-0.920459,0.569123,True,1
12/31/2022 9:00:00 AM,12/31/2022 4:00:00 AM,51295,JCPL,,,ZONE,,26.61,24.512941,-2.609186,0.512127,True,1
12/31/2022 10:00:00 AM,12/31/2022 5:00:00 AM,51295,JCPL,,,ZONE,,26.85,24.887297,-2.255436,0.292733,True,1
12/31/2022 11:00:00 AM,12/31/2022 6:00:00 AM,51295,JCPL,,,ZONE,,30.47,30.082524,-0.833647,0.446171,True,1
12/31/2022 12:00:00 PM,12/31/2022 7:00:00 AM,51295,JCPL,,,ZONE,,30.47,28.527009,-2.402379,0.459388,True,1
12/31/2022 1:00:00 PM,12/31/2022 8:00:00 AM,51295,JCPL,,,ZONE,,34.08,31.958096,-2.394574,0.272670,True,1
12/31/2022 2:00:00 PM,12/31/2022 9:00:00 AM,51295,JCPL,,,ZONE,,37.34,35.991858,-1.515118,0.166976,True,1
12/31/2022 3:00:00 PM,12/31/2022 10:00:00 AM,51295,JCPL,,,ZONE,,37.75,36.328989,-1.063398,-0.357613,True,1
12/31/2022 4:00:00 PM,12/31/2022 11:00:00 AM,51295,JCPL,,,ZONE,,37.19,35.424401,-1.412586,-0.353013,True,1
12/31/2022 5:00:00 PM,12/31/2022 12:00:00 PM,51295,JCPL,,,ZONE,,35.26,33.940275,-0.854720,-0.465005,True,1
12/31/2022 6:00:00 PM,12/31/2022 1:00:00 PM,51295,JCPL,,,ZONE,,33.73,32.378116,-0.917119,-0.434765,True,1
12/31/2022 7:00:00 PM,12/31/2022 2:00:00 PM,51295,JCPL,,,ZONE,,32.80,31.334860,-1.041545,-0.423595,True,1
12/31/2022 8:00:00 PM,12/31/2022 3:00:00 PM,51295,JCPL,,,ZONE,,32.71,30.682593,-1.587188,-0.440219,True,1
12/31/2022 9:00:00 PM,12/31/2022 4:00:00 PM,51295,JCPL,,,ZONE,,37.89,35.248819,-2.367209,-0.273972,True,1
12/31/2022 10:00:00 PM,12/31/2022 5:00:00 PM,51295,JCPL,,,ZONE,,40.46,38.098445,-2.472318,0.110763,True,1
12/31/2022 11:00:00 PM,12/31/2022 6:00:00 PM,51295,JCPL,,,ZONE,,38.34,33.549518,-4.758320,-0.032162,True,1
1/1/2023 12:00:00 AM,12/31/2022 7:00:00 PM,51295,JCPL,,,ZONE,,36.87,29.985757,-6.607133,-0.277110,True,1
1/1/2023 1:00:00 AM,12/31/2022 8:00:00 PM,51295,JCPL,,,ZONE,,31.89,26.052366,-5.461848,-0.375786,True,1
1/1/2023 2:00:00 AM,12/31/2022 9:00:00 PM,51295,JCPL,,,ZONE,,30.54,28.022752,-2.216549,-0.300699,True,1
1/1/2023 3:00:00 AM,12/31/2022 10:00:00 PM,51295,JCPL,,,ZONE,,29.31,28.415394,-0.645001,-0.249605,True,1
1/1/2023 4:00:00 AM,12/31/2022 11:00:00 PM,51295,JCPL,,,ZONE,,28.97,28.508888,-0.606813,0.145701,True,1
1/1/2023 5:00:00 AM,1/1/2023 12:00:00 AM,51295,JCPL,,,ZONE,,24.21,23.875030,-0.076419,-0.258551,True,1
