datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
2/28/2022 5:00:00 AM,2/28/2022 12:00:00 AM,51295,JCPL,,,ZONE,,38.80,40.039213,-1.728435,2.967648,True,1
2/28/2022 6:00:00 AM,2/28/2022 1:00:00 AM,51295,JCPL,,,ZONE,,38.42,40.375935,-0.790369,2.746304,True,1
2/28/2022 7:00:00 AM,2/28/2022 2:00:00 AM,51295,JCPL,,,ZONE,,38.54,40.401264,-0.766652,2.627916,True,1
2/28/2022 8:00:00 AM,2/28/2022 3:00:00 AM,51295,JCPL,,,ZONE,,39.68,41.886683,-0.876176,3.082859,True,1
2/28/2022 9:00:00 AM,2/28/2022 4:00:00 AM,51295,JCPL,,,ZONE,,40.93,43.191333,-1.159327,3.420660,True,1
2/28/2022 10:00:00 AM,2/28/2022 5:00:00 AM,51295,JCPL,,,ZONE,,45.44,46.666361,-2.635487,3.861848,True,1
2/28/2022 11:00:00 AM,2/28/2022 6:00:00 AM,51295,JCPL,,,ZONE,,71.15,63.305449,-12.705192,4.860641,True,1
2/28/2022 12:00:00 PM,2/28/2022 7:00:00 AM,51295,JCPL,,,ZONE,,65.99,59.123751,-11.221451,4.355202,True,1
2/28/2022 1:00:00 PM,2/28/2022 8:00:00 AM,51295,JCPL,,,ZONE,,49.37,46.130354,-6.724067,3.484421,True,1
2/28/2022 2:00:00 PM,2/28/2022 9:00:00 AM,51295,JCPL,,,ZONE,,44.06,43.171811,-4.036549,3.148360,True,1
2/28/2022 3:00:00 PM,2/28/2022 10:00:00 AM,51295,JCPL,,,ZONE,,43.01,45.119200,-1.453471,3.562671,True,1
2/28/2022 4:00:00 PM,2/28/2022 11:00:00 AM,51295,JCPL,,,ZONE,,42.58,44.962959,-1.002052,3.385011,True,1
2/28/2022 5:00:00 PM,2/28/2022 12:00:00 PM,51295,JCPL,,,ZONE,,40.69,43.407910,-0.520465,3.238375,True,1
2/28/2022 6:00:00 PM,2/28/2022 1:00:00 PM,51295,JCPL,,,ZONE,,39.88,42.447658,-0.513269,3.080927,True,1
2/28/2022 7:00:00 PM,2/28/2022 2:00:00 PM,51295,JCPL,,,ZONE,,38.24,40.737247,-0.512628,3.009875,True,1
2/28/2022 8:00:00 PM,2/28/2022 3:00:00 PM,51295,JCPL,,,ZONE,,38.24,40.965024,-0.383376,3.108400,True,1
2/28/2022 9:00:00 PM,2/28/2022 4:00:00 PM,51295,JCPL,,,ZONE,,40.01,42.804556,-0.777581,3.572137,True,1
2/28/2022 10:00:00 PM,2/28/2022 5:00:00 PM,51295,JCPL,,,ZONE,,43.26,45.151576,-2.096818,3.988394,True,1
2/28/2022 11:00:00 PM,2/28/2022 6:00:00 PM,51295,JCPL,,,ZONE,,53.95,57.704899,-0.615887,4.370786,True,1
3/1/2022 12:00:00 AM,2/28/2022 7:00:00 PM,51295,JCPL,,,ZONE,,47.35,51.172064,-0.531791,4.353855,True,1
3/1/2022 1:00:00 AM,2/28/2022 8:00:00 PM,51295,JCPL,,,ZONE,,45.10,48.003188,-0.935735,3.838923,True,1
3/1/2022 2:00:00 AM,2/28/2022 9:00:00 PM,51295,JCPL,,,ZONE,,43.89,47.667050,-0.245130,4.022180,True,1
3/1/2022 3:00:00 AM,2/28/2022 10:00:00 PM,51295,JCPL,,,ZONE,,42.88,45.054042,-1.906788,4.080830,True,1
3/1/2022 4:00:00 AM,2/28/2022 11:00:00 PM,51295,JCPL,,,ZONE,,40.71,42.697687,-1.563514,3.551201,True,1
3/1/2022 5:00:00 AM,3/1/2022 12:00:00 AM,51295,JCPL,,,ZONE,,40.06,42.114291,-0.986775,3.041066,True,1
